id,question,choices,explanation,answer
496,"Giá trị của biểu thức \left(2,75\right)^2.\frac{4}{11} là","['A. \\frac{4}{11}', 'B. 4', 'C. \\frac{11}{4}', 'D. \\frac{121}{4}']",,C. \frac{11}{4}
497,Giá trị của biểu thức 1320 + 2112 : 3 là:,"['A. 2024', 'B. 2042', 'C. 2204', 'D. 2124']",,A. 2024
498,"Giá trị của biểu thức 14,7 : 7 + 5,3 ${\times}$ 2,5 là:","['A. 18,5', 'B. 15,26', 'C. 15,35', 'D. 13,46']",,"C. 15,35"
499,"Giá trị của biểu thức 15 : 1,5 +  2,5${\times}$ 0,2 là:","['A. 1,05', 'B. 15', 'C. 10,05', 'D. 10,5']","15 : 1,5 + 2,5 ${\times}$ $0,2 = 10 + 0,5 = 10,5$
 Giá trị của biểu thức 15 : 1,5 + 2,5 ${\times}$ 0,2 là: 10,5.","D. 10,5"
5,“42 tháng = ……...năm”. Số thích hợp điền vào chỗ chấm là:,"['A. 4', 'B. 4,2', 'C. 3,5', 'D. 35']","42 tháng = 3,5 năm.","C. 3,5"
50,“1 dm = ….. mm”. Số thích hợp điền vào chỗ chấm là:,"['A. 10', 'B. 20', 'C. 100', 'D. 1000']",1 dm = 100 mm,C. 100
500,Giá trị của biểu thức 18 394 + 29 480 + 14 829 là:,"['A. 62 703', 'B. 60 278', 'C. 61 283', 'D. 62 030']",,A. 62 703
501,Giá trị của biểu thức 18394 + 29480 + 14829 là:,"['A. 62703', 'B. 60278', 'C. 61283', 'D. 62030']",,A. 62703
502,Giá trị của biểu thức 2 – 3x2 tại x = –1 bằng,"['A. –1', 'B. 5', 'C. 0', 'D. –2']",,A. –1
503,Giá trị của biểu thức 2 413 x 4 – 2 055,"['A. 7 597', 'B. 7 497', 'C. 7 697', 'D. 7 487']",,A. 7 597
504,Giá trị của biểu thức 2^5.\frac{1}{16} là,"['A. 2', 'B. 4', 'C. 16', 'D. 8']",,A. 2
505,"Giá trị của biểu thức 201 : 1,5 + 2,5 ${\times}$ 0,9 là:","['A. 359', 'B. 136,25', 'C. 15,65', 'D. 395']","201 : 1,5 + 2,5 ${\times}$ $0,9 = 134 + 2,25 = 136,25$ .","B. 136,25"
506,Giá trị của biểu thức 2342 + 403 x 6 là:,"['A. 4660', 'B. 4960', 'C. 4860', 'D. 4760']",,D. 4760
507,Giá trị của biểu thức 2817 × a với a = 3 là:,"['A. 6561', 'B. 6562', 'C. 6563', 'D. 6564']",,A. 6561
508,Giá trị của biểu thức 285 : m với m = 3 là:,"['A. 90', 'B. 92', 'C. 95', 'D. 98']",,C. 95
509,Giá trị của biểu thức 3^5.\frac{1}{27} là,"['A. 1', 'B. 9', 'C. 9^2', 'D. 9^4']",3^5.\frac{1}{27} = 3^5.\frac{1}{3^3} = 3^2 = 9.,B. 9
51,“1 giờ 36 phút = ……..giờ”. Số thập phân thích hợp cần điền vào chỗ chấm là:,"['A. 1,36', 'B. 13,6', 'C. 10,36', 'D. 1,6']","1 giờ 36 phút = 1giờ + giờ = 1,6 giờ. Số thập phân thích hợp cần điền vào chỗ chấm là: 1,6.","D. 1,6"
510,Giá trị của biểu thức 45 783 – 16 155 – 3 809 là:,"['A. 29 628', 'B. 25 819', 'C. 26 839', 'D. 36 829']",45 783 – 16 155 – 3 809 = 29 628 – 3 809= 25 819,B. 25 819
511,"Giá trị của biểu thức 47,2 ${\times}$ 5 + 107,1 : 2,5 là:","['A. 137,24', 'B. 1372,4', 'C. 278,84', 'D. 27,884']","47,2 ${\times}$ 5 + 107,1 : $2,5 = 236 + 42,84 = 278,84$ .
 Giá trị của biểu thức 47,2 ${\times}$ 5 + 107,1 : 2,5 là: 278,84.","C. 278,84"
512,Giá trị của biểu thức 54:(9 – 3 )+3 là:,"['A. 6', 'B. 18', 'C. 0', 'D. 12']","54 : (9 – 3) + 3 = 54 : 6 + 3 
 = 9 + 3 
 = 12",D. 12
513,Giá trị của biểu thức 59 468 + 6 092 : 4 là:,"['A. 50 981', 'B. 60 991', 'C. 1 528', 'D. 60 992']",,B. 60 991
514,"Giá trị của biểu thức 60 + 8 + 0,5 + 0,002 là:","['A. 68,52', 'B. 68,205', 'C. 68,502', 'D. 608,502']","60 + 8 + 0,5 + 0,002 
 = 68 + 0,5 + 0,002
 = 68,5 + 0,002
 = 68, 502.","C. 68,502"
515,Giá trị của biểu thức 630 148 000 – 148 000 + 20 000 = … là:,"['A. 630 020 000', 'B. 630 200 000', 'C. 632 000 000', 'D. 630 002 000']",,A. 630 020 000
516,Giá trị của biểu thức 640 : (8 – 3) × 2 là:,"['A. 256', 'B. 154', 'C. 74', 'D. 64']","640 : (8 – 3) × 2
 = 640 : 5 × 2
 = 128 × 2
 = 256",A. 256
517,Giá trị của biểu thức 88394 - 49350 - 14859 là:,"['A. 24747', 'B. 24185', 'C. 24285', 'D. 24386']",,B. 24185
518,"Giá trị của biểu thức 999,5 – 26,6 ${\times}$ 37,02 là:","['A. 14,768', 'B. 147,68', 'C. 1476,8', 'D. 14768']","Ta có: 999,5 – 26,6 ${\times}$ 37,02 = 999,5 – 984,732 = 14,768. 
 Vậy giá trị của biểu thức 999,5 – 26,6 ${\times}$ 37,02 là: 14,768","A. 14,768"
519,"Giá trị của biểu thức A = 46 x m + 46 x n + 46 x p với m = 7, n = 8, p = 9 là:","['A. A = 1104', 'B. A = 1137', 'C. A = 1172', 'D. A = 1163']",,A. A = 1104
52,"“1,5 giờ = …….phút”. Số thích hợp điền vào chỗ chấm là:","['A. 60', 'B. 90', 'C. 120', 'D. 150']","1,5 giờ = 1,5 ${\times}$ 60 phút = 90 phút. .",B. 90
520,"Giá trị của biểu thức M = 14 x a + 14 x b + 14 x c với a = 1, b = 2 và c = 3 là:","['A. 92', 'B. 100', 'C. 84', 'D. 96']",,A. 92
521,"Giá trị của biểu thức: 136,5 – (100 : 2,5) x 0,9 là:","['A. 100,5', 'B. 110,5', 'C. 100']",,"A. 100,5"
522,"Giá trị của biểu thức: 15 : 1,5 + 2,5 ${\times}$ 0,2 là:","['A. 10,5', 'B. 15', 'C. 10,05', 'D. 1,05']",,"A. 10,5"
523,"Giá trị của biểu thức: 201 : 1,5 + 2,5 ${\times}$ 0,9 là:","['A. 359', 'B. 136,25', 'C. 15,65', 'D. 359']",,"B. 136,25"
524,Giá trị của biểu thức: 45 + 40 : 5 là,"['A. 53', 'B. 17', 'C. 49', 'D. 28']",,A. 53
525,"Giá trị của biểu thức: 47,2 ${\times}$ 5 + 107,1 : 2,5 là:","['A. 137,24', 'B. 1372,4', 'C. 278,84', 'D. 27,884']",,"C. 278,84"
526,Giá trị của chữ số 2 trong số 515 820 là:,"['A. 2 nghìn', 'B. 2 trăm', 'C. 2 chục', 'D. 2 đơn vị']",,C. 2 chục
527,"Giá trị của chữ số 3 trong số 2,035 là:","['A. 30', 'B. 3', 'C. 3/10', 'D. 3/100']",,D. 3/100
528,"Giá trị của chữ số 3 trong số thập phân 25,036 là:","['A. $\\frac{3}{10}$', 'B. $\\frac{3}{100}$', 'C. $\\frac{3}{1000}$', 'D. $\\frac{3}{10000}$']","Giá trị của chữ số 3 trong số thập phân 25,036 là: $\frac{3}{100}$",B. $\frac{3}{100}$
529,"Giá trị của chữ số 5 trong số 24,856 là:","['A. 50', 'B. 5', 'C. 0,5', 'D. 0,05']",,"D. 0,05"
53,"“1,75m2 = …….cm2” Số thích hợp viết vào chỗ chấm là:","['A. 175', 'B. 1750', 'C. 17500', 'D. 17050']","1,75m2 = 17500cm2. Số thích hợp viết vào chỗ chấm là: 17500.",C. 17500
530,Giá trị của chữ số 5 trong số 25 403 là:,"['A. 5000', 'B. 50 000', 'C. 500', 'D. 50']",,A. 5000
531,"Giá trị của chữ số 5 trong số 32,075 là:","['A. $\\frac{5}{10}$', 'B. $\\frac{5}{100}$', 'C. $\\frac{5}{1000}$', 'D. $\\frac{5}{10000}$']","Giá trị của chữ số 5 trong số 32,075 là: $\frac{5}{1000}$",D. $\frac{5}{10000}$
532,Giá trị của chữ số 5 trong số 45 874 là:,"['A. 50 000', 'B. 5 000', 'C. 500', 'D. 50']","45 874 = 40 000 + 5 000 + 800 + 70 + 4
 Vậy giá trị của chữ số 5 trong số 45 874 là: 5 000",B. 5 000
533,Giá trị của chữ số 6 trong số 569 là:,"['A. 56', 'B. 60', 'C. 6', 'D. 69']",,B. 60
534,"Giá trị của chữ số 6 trong số thập phân 21,5672 là:","['A. $\\frac{6}{10}$', 'B. $\\frac{6}{100}$', 'C. $\\frac{6}{1000}$', 'D. $\\frac{6}{10000}$']","Ta thấy số 6 trong số thập phân 21,5672 ở vị trí hàng phần trăm. Vậy giá trị của chữ số 6 trong số thập phân 21,5672 là: $\frac{6}{100}$ .",B. $\frac{6}{100}$
535,Giá trị của chữ số 7 trong số 57104 là:,"['A. 70', 'B. 700', 'C. 7000', 'D. 70 000']",,C. 7000
536,"Giá trị của chữ số 9 trong số 7,0009 là:","['A. $\\frac{9}{10}$', 'B. $\\frac{9}{100}$', 'C. $\\frac{9}{1000}$', 'D. $\\frac{9}{10000}$']",,D. $\frac{9}{10000}$
538,Giá trị của số 5 trong số 65478 là:,"['A. 5000', 'B. 500', 'C. 50 000', 'D. 50']",,A. 5000
539,"Giá trị của số 8 trong số 4,018 là:","['A. $\\frac{8}{10}$', 'B. $\\frac{8}{100}$', 'C. $\\frac{8}{1000}$', 'D. $\\frac{8}{10000}$']",,C. $\frac{8}{1000}$
54,“19 m2 9 dm2 = …… m2”. Số thích hợp để điền vào chỗ chấm là:,"['A. 19,9', 'B. 19,09', 'C. 199', 'D. 1909']",,"B. 19,09"
540,Giá trị của X thỏa mãn 3729 + X : 2 = 8283 là:,"['A. X = 9156', 'B. X = 9614', 'C. X = 9260', 'D. X = 9108']",,D. X = 9108
541,"Giá trị của X thỏa mãn X – 27,5 = 15,34 là:","['A. X = 42,17', 'B. X = 44,36', 'C. X = 42,84', 'D. X = 44,28']",,"C. X = 42,84"
542,Giá trị của X thỏa mãn X – 278 = 167 x 486 là:,"['A. 81640', 'B. 81360', 'C. 81660', 'D. 81440']",,D. 81440
543,Giá trị của X thỏa mãn X : 20 = 893 là:,"['A. X = 17860', 'B. X = 17850', 'C. X = 15780', 'D. X = 13580']",,A. X = 17860
544,Giá trị của X thỏa mãn X x (12 + 34) = 52 x 12 + 52 x 34 là:,"['A. 42', 'B. 38', 'C. 46', 'D. 52']",,D. 52
545,Giá trị của X thỏa mãn X x 29 – 829 = 2651 là:,"['A. X = 100', 'B. X = 110', 'C. X = 120', 'D. X =130']",,C. X = 120
546,Giá trị của X thỏa mãn: 81 : X = 3 là:,"['A. X = 27', 'B. X = 25', 'C. X = 17', 'D. X = 16']",,A. X = 27
547,Giá trị của y trong $\frac{5+y}{12}=\frac{2}{3}$ là:,"['A. 1', 'B. 2', 'C. 3', 'D. 4']",,C. 3
548,Giá trị X thỏa mãn 24 : X = 8 là:,"['A. 5', 'B. 4', 'C. 3', 'D. 2']",,C. 3
549,Giá trị X thỏa mãn X : 4 = 127 là:,"['A. X = 528', 'B. X = 518', 'C. X = 508', 'D. X = 510']",,C. X = 508
55,“2 giờ = .... phút”. Số thích hợp điền vào chỗ chấm là:,"['A. 60', 'B. 180', 'C. 90', 'D. 120']","1 giờ = 60 phút
 Vậy 2 giờ = 60 phút × 2 = 120 phút.",D. 120
550,Giá trị X thỏa mãn X x 2 = 7 x 8 là:,"['A. 32', 'B. 28', 'C. 14', 'D. 7']",,B. 28
551,Giá trị X thỏa mãn X x 4 = 8 x 4 là:,"['A. 6', 'B. 12', 'C. 8', 'D. 10']",,C. 8
552,Giá trị X thỏa mãn X x 9 + 10 = 82 là:,"['A. X = 8', 'B. X = 7', 'C. X = 6', 'D. X = 5']",,A. X = 8
553,Giá trị X thỏa mãn: X x 9 = 81 là:,"['A. 10', 'B. 9', 'C. 8', 'D. 7']",,B. 9
554,Giảm 12 lít đi 3 lần được:,"['A. 7 lít', 'B. 5 lít', 'C. 4 lít', 'D. 6 lít']",,C. 4 lít
555,Giảm 28 đi 4 lần ta được:,"['A. 5', 'B. 6', 'C. 7', 'D. 8']",,C. 7
556,Giảm 36cm đi 4 lần được:,"['A. 6cm', 'B. 8cm', 'C. 9cm', 'D. 7cm']",,C. 9cm
557,Giảm 408 đi 4 lần ta được:,"['A. 102', 'B. 404', 'C. 201', 'D. 412']",,A. 102
558,Giảm 84 đi 4 lần ta được:,"['A. 80', 'B. 41', 'C. 21', 'D. 20']",Giảm 84 đi 4 lần ta được: 84 : 4 = 21,C. 21
559,Giảm 86 đi 2 lần ta được:,"['A. 43', 'B. 84', 'C. 34', 'D. 88']",Giảm 86 đi 2 lần ta được: 86 : 2 = 43,A. 43
56,“2 giờ 30 phút = …..phút”. Số thích hợp cần điền vào chỗ chấm là:,"['A. 2,5', 'B. 15,5', 'C. 150', 'D. 230']",2 giờ 30 phút = 150 phút,C. 150
560,"Hà cần một chiếc hộp để đựng 4 cái bánh hình tròn có bán kính là 4 cm. Hà tìm được một cửa hàng bán loại hộp giấy hình vuông có các kích cỡ (độ đài của cạnh hộp) là 80 mm, 100 mm, 140 mm, 160 mm. Để đựng vừa số bánh trên, Hà nên chọn mua chiếc hộp cạnh dài là:","['A. 80 mm', 'B. 100 mm', 'C. 140 mm', 'D. 160 mm']",,D. 160 mm
561,"Hà có 16 bông hoa, số bông hoa của Hoa gấp 4 lần số bông hoa của Hà. Hoa có số bông hoa là:","['A. 60 bông hoa', 'B. 42 bông hoa', 'C. 36 bông hoa', 'D. 64 bông hoa']",,D. 64 bông hoa
562,"Hà đi học lúc 13 giờ, lúc đó thuộc buổi nào?","['A. Sáng', 'B. Trưa', 'C. Tối', 'D. Chiều']",,D. Chiều
563,Hà được mẹ cho hai tờ 10000 đồng để mua bút. Hà đã mua hết 15000 đồng. Số tiền còn lại của Hà là:,"['A. 3000 đồng', 'B. 5000 đồng', 'C. 6000 đồng', 'D. 15000 đồng']",,B. 5000 đồng
564,Hà giúp mẹ dán hoa giấy lên 25 hộp quà có dạng khối lập phương. Mỗi mặt của hộp quà Hà dán một bông hoa giấy. Hỏi Hà cần chuẩn bị bao nhiêu bông hoa giấy để đủ dán cho số hộp quà đó?,"['A. 126 bông hoa', 'B. 120 bông hoa', 'C. 150 bông hoa', 'D. 100 bông hoa']",,C. 150 bông hoa
565,"Hà hái được nhiều hoa hơn My. Sau khi hái thêm 12 bông thì My lại có nhiều hơn Hà 5 bông hoa. Lúc đầu, Hà hái được nhiều hơn My là:","['A. 8 bông hoa', 'B. 7 bông hoa', 'C. 17 bông hoa', 'D. 10 bông hoa']","Lúc đầu, Hà hái được nhiều hơn My là: 12 – 5 = 7 (bông hoa)",B. 7 bông hoa
566,Hà mua 3 quyển vở và đưa cô bán hàng tờ 50 000 đồng. Cô bán hàng trả lại Hà 14 000 đồng. Vậy mỗi quyển vở có giá là:,"['A. 12 000 đồng', 'B. 14 000 đồng', 'C. 13 000 đồng', 'D. 11 000 đồng']","Hà mua 3 quyển vở hết số tiền là: 50 000 – 14 000 = 36 000 (đồng)
 Mỗi quyển vở có giá là: 36 000 : 3 = 12 000 (đồng)",A. 12 000 đồng
567,"Hà mua 5 quyển vở, mỗi quyển giá 12 000 đồng. Hà đưa cô bán hàng 3 tờ tiền giống nhau thì vừa đủ. Vậy 3 tờ tiền Hà đưa cô bán hàng có mệnh giá là:","['A. 2 000 đồng', 'B. 5 000 đồng', 'C. 10 000 đồng', 'D. 20 000 đồng']","5 quyển vở có giá là:12 000 ${\times}$ 5 = 60 000 (đồng)
 3 tờ tiền Hà đưa cô bán hàng có mệnh giá là: 
 60 000 : 3 = 20 000 (đồng)
 Đáp số: 20 000 đồng.",D. 20 000 đồng
568,Hà muốn bắt chuyến xe buýt lúc 8 giờ rưỡi nhưng lại đến muộn 9 phút. Vậy Hà đã đến trạm xe buýt lúc:,"['A. 9 giờ kém 21 phút', 'B. 9 giờ 39 phút', 'C. 8 giờ kém 21 phút', 'D. 9 giờ 21 phút']","Đổi 8 giờ rưỡi = 8 giờ 30 phút
 Hà đến trạm xe buýt lúc: 8 giờ 30 phút + 9 phút = 8 giờ 39 phút 
 Đổi 8 giờ 39 phút = 9 giờ kém 21 phút",A. 9 giờ kém 21 phút
569,"Hà, Lan, Dũng và Minh cùng đi hái cam trong vườn. Hà hái được nhiều cam hơn Lan nhưng lại ít hơn Dũng. Minh hái được ít cam hơn Lan. Bạn hái được nhiều cam nhất là:","['A. Hà', 'B. Lan', 'C. Dũng', 'D. Minh']",,C. Dũng
57,“2 giờ 6 phút = ……..giờ”. Số thích hợp cần điền vào chỗ chấm là:,"['A. 126', 'B. 2,1', 'C. 2,6', 'D. 2,06']","2 giờ 6 phút = 2 giờ + giờ = 2,1 giờ. Số thích hợp cần điền vào chỗ chấm là: 2,1.","B. 2,1"
570,"Hai anh em Sơn và Hà giúp bố mẹ thu hoạch xoài. Hà hái được 12 kg xoài, anh Sơn hái được gấp 3 lần Hà. Vậy cả hai anh em hái được:","['A. 15 kg xoài', 'B. 48 kg xoài', 'C. 36 kg xoài', 'D. 21 kg xoài']",,B. 48 kg xoài
571,"Hai ca nô khởi hành cùng một lúc, đi ngược chiều nhau trên quãng đường sông dài 175km với vận tốc 24km/h và 26km/h. Hỏi sau bao nhiêu thời gian kể từ lúc khởi hành đến lúc hai ca nô gặp nhau?","['A. 3 giờ', 'B. 3,5 giờ', 'C. 3,75 giờ', 'D. 3,25 giờ']",,"B. 3,5 giờ"
572,Hai chị em Lan và Hương cùng đi giúp mẹ hái hoa trong vườn. Chị Lan hái được 8 bông hoa. Em Hương hái được 1 chục bông hoa. Cả hai chị em hái được tất cả số bông hoa là:,"['A. 10 bông hoa', 'B. 9 bông hoa', 'C. 8 bông hoa', 'D. 18 bông hoa']",,D. 18 bông hoa
573,Hai đường chéo của hình thoi có đặc điểm:,"['A. bằng nhau', 'B. vuông góc', 'C. bằng nhau và vuông góc', 'D. không có đặc điểm']",,B. vuông góc
574,Hai đường thẳng song song với nhau thì……,"['A. cắt nhau', 'B. có thể cắt nhau', 'C. không bao giờ cắt nhau', 'D. vuông góc']",,C. không bao giờ cắt nhau
575,Hai đường thẳng vuông góc với nhau thì tạo thành mấy góc vuông có chung đỉnh?,"['A. 3 góc vuông', 'B. 4 góc vuông', 'C. 5 góc vuông', 'D. 6 góc vuông']",,B. 4 góc vuông
576,"Hai mươi bốn đơn vị, một phần mười, tám phần trăm được viết là:","['A. 2,4108', 'B. 2410,8', 'C. 241,8', 'D. 24,108']",,"D. 24,108"
577,"Hai mươi bốn đơn vị, một phần mười, tám phần trăm được viết là:","['A. 24108', 'B. 24,18', 'C. 241,8', 'D. 24,108']","Hai mươi bốn đơn vị, một phần mười, tám phần trăm được viết là: 24,18","B. 24,18"
578,Hai nhóm người cần mua nền nhà. Nhóm thứ nhất có 2 người và họ muốn mua 2 nền kề nhau. Nhóm thứ hai có 3 người và họ muốn mua 3 nền kề nhau. Họ tìm được một lô đất chia thành 7 nền đang rao bán. Tính số cách chọn nền của mỗi người sao cho thỏa yêu cầu trên.,"['A. 144', 'B. 125', 'C. 140', 'D. 132']",,A. 144
579,"Hai ô tô A và B chở một lượng hàng. Xe ô tô A chở 7 tấn 6kg hàng, xe ô tô B chở được 7 tấn hàng. Hỏi trong hai ô tô, xe nào chở được lượng hàng nhiều hơn?","['A. Xe A', 'B. Xe B', 'C. Cả hai xe đi quãng đường bằng nhau']",,A. Xe A
58,"“2,3m3 = ……..l” Số thích hợp cần điền vào chỗ chấm là:","['A. 0,023', 'B. 23', 'C. 230', 'D. 2300']","2,3m3 = 2300dm3 = 2300l",D. 2300
580,Hai quả dưa có cân nặng bằng nhau được đựng trong một chiếc rổ. Cân nặng của cả rổ dưa là 1 kg. Nếu lấy ra một quả dưa thì rổ dưa cân nặng 600 g. Cân nặng của chiếc rổ là:,"['A. 100 g', 'B. 200 g', 'C. 300 g', 'D. 400 g']",,B. 200 g
581,Hai số chẵn liên tiếp có tổng là 22. Hai số đó là:,"['A. 9 và 13', 'B. 10 và 11', 'C. 12 và 13', 'D. 10 và 12']",,D. 10 và 12
582,"Hai thành phố cách nhau 208,5km, một xe máy đi từ Thành phố A đến Thành phố B với vận tốc là 38,6 km/h. Một ô tô khởi hành cùng một lúc với xe máy đi từ Thành phố B đến Thành phố A với vận tốc 44,8km/h. Hỏi sau mấy giờ xe máy và ô tô gặp nhau?","['A. 1 giờ', 'B. 2 giờ', 'C. 2,5 giờ', 'D. 3 giờ']",,"C. 2,5 giờ"
583,Hai thùng dầu đựng được 681 lít dầu. Thùng thứ nhất đựng được 317 lít dầu. Hỏi thùng thứ hai đựng được bao nhiêu lít dầu?,"['A. 384 lít', 'B. 354 lít', 'C. 318 lít', 'D. 364 lít']",,D. 364 lít
584,"Hằng ngày, An tan học lúc 11 giờ rưỡi và về đến nhà lúc 12 giờ kém 15 phút. Thời gian An đi từ trường về nhà là:","['A. 10 phút', 'B. 20 phút', 'C. 15 phút', 'D. 25 phút']","Đổi 11 giờ rưỡi = 11 giờ 30 phút 
 12 giờ kém 15 phút = 11 giờ 45 phút 
 Thời gian An đi từ trường về nhà là: 11 giờ 45 phút – 11 giờ 30 phút = 15 phút",C. 15 phút
585,"Hãy cho biết, số bé nhất trong các số 59,32; 58,92; 58,23; 58,032 là:","['A. 59,32', 'B. 58,92', 'C. 58,23', 'D. 58,032']",,"D. 58,032"
586,"Hãy cho biết, số lớn nhất trong các số 16,259; 16,549; 16,99; 16,819 là:","['A. 16,259', 'B. 16,549', 'C. 16,99', 'D. 16,819']","So sánh các số 16,259 ;16,549 ;16,99 ;16,819 có:
 Phần nguyên: 16 = 16
 Phần mười: 2 < 5 < 8 < 9
 Vậy: 16,259 < 16,549 < 16,819 < 16,99.
 Vậy số lớn nhất trong các số 16,259 ; 16,549 ; 16,99 ; 16,819 là: 16,99.","C. 16,99"
587,Hãy chọn câu trả lời đúng:,"['A. Số nghịch đảo của \\frac{-2}{3} là \\frac{2}{3}', 'B. Số nghịch đảo của \\frac{-2}{3} là \\frac{-3}{2}', 'C. Số nghịch đảo của \\frac{-2}{3} là \\frac{-3}{-2}', 'D. Chỉ có câu A là đúng']",,B. Số nghịch đảo của \frac{-2}{3} là \frac{-3}{2}
588,Hiền đã lắp ghép xong một bức tranh hình chữ nhật từ các mảnh ghép hình vuông cạnh 3 cm. Hiền tính được diện tích của bức tranh là 360 cm2. Vậy số mảnh ghép Hiền đã dùng để lắp ghép bức tranh đó là:,"['A. 20 mảnh ghép', 'B. 40 mảnh ghép', 'C. 60 mảnh ghép', 'D. 30 mảnh ghép']","Diện tích mảnh ghép hình vuông là: 3 ${\times}$ 3 = 9 (cm2)
 Số mảnh ghép Hiền đã dùng để lắp ghép bức tranh là: 360 : 9 = 40 (mảnh)
 Đáp số: 40 mảnh ghép",B. 40 mảnh ghép
